,pointKey,pointLabel,operatorKey,tsoEicCode,operatorLabel,directionKey,validFrom,validTo,hasData,isVirtualizedCommercially,virtualizedCommerciallySince,isVirtualizedOperationally,virtualizedOperationallySince,isPipeInPipe,relatedOperators,relatedPoints,pipeInPipeWithTsoKey,pipeInPipeWithTsoLabel,isDoubleReporting,doubleReportingWithTsoKey,doubleReportingWithTsoLabel,tsoItemIdentifier,tpTsoItemLabel,tpTsoValidFrom,tpTsoValidTo,tpTsoRemarks,tpTsoConversionFactor,tpRmkGridConversionFactorCapacityDefault,tpTsoGCVMin,tpTsoGCVMax,tpTsoGCVRemarks,tpTsoGCVUnit,tpTsoEntryExitType,multiAnnualContractsIsAvailable,multiAnnualContractsRemarks,annualContractsIsAvailable,annualContractsRemarks,halfAnnualContractsIsAvailable,halfAnnualContractsRemarks,quarterlyContractsIsAvailable,quarterlyContractsRemarks,monthlyContractsIsAvailable,monthlyContractsRemarks,dailyContractsIsAvailable,dailyContractsRemarks,dayAheadContractsIsAvailable,dayAheadContractsRemarks,availableContractsRemarks,sentenceCMPUnsuccessful,sentenceCMPUnavailable,sentenceCMPAuction,sentenceCMPMadeAvailable,lastUpdateDateTime,isInvalid,isCAMRelevant,isCMPRelevant,bookingPlatformKey,bookingPlatformLabel,bookingPlatformURL,virtualReverseFlow,virtualReverseFlowRemark,tSOCountry,tSOBalancingZone,crossBorderPointType,eURelationship,connectedOperators,adjacentTsoEic,adjacentOperatorKey,adjacentCountry,pointType,idPointType,adjacentZones,id,dataSet
344,FNC-00042,Final Consumers aggregated,DE-TSO-0010,21X-DE-A-A0A0A-A,bayernets,exit,,,True,False,,False,,False,,,,,,,,21Y000000000077Y,Final consumers aggregated,2013-10-01,2099-12-31,virtual point to publish aggregated transparency data regarding final customers,1.000000,,11.100000,,,kWh/m³,,False,,True,,False,,True,,True,,True,,True,,,n/a; aggregated virtual  final customers point for transparency purposes ,n/a; aggregated virtual  final customers point for transparency purposes ,n/a; aggregated virtual  final customers point for transparency purposes ,n/a; aggregated virtual  final customers point for transparency purposes ,2022-01-05T21:01:12+01:00,False,,,,,,No,,DE,DE THE BZ,In-country EU,within EU,,,,DE,Aggregated Point - Final Consumers,18,,5DE-TSO-0010FNC-00042exit,5
345,UGS-00322,Magazyn LNG Janowice,PL-TSO-0002,21X-PL-A-A0A0A-B,GAZ-SYSTEM,entry,,,True,False,,False,,False,,,,,,,,53ZPL00002700026,Magazyn LNG Janowice,2016-07-19,2222-12-31,,1.000000,,11.000000,11.556000,,kWh/Nm3,,True,,True,,False,,True,,True,,True,,True,,,Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.,Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.,Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.,Currently no capacity has been made available on this point through the application of the congestion-management procedures.,2022-01-05T21:01:12+01:00,False,False,False,,,,No,,PL,Poland H-gas,In-country EU,within EU,,,,PL,Storage point,6,,5PL-TSO-0002UGS-00322entry,5
346,VTP-00036,Aggregated PPG - H gas (PL),PL-TSO-0002,21X-PL-A-A0A0A-B,GAZ-SYSTEM,entry,,,True,False,,False,,False,,,,,,,,21Y0000000001197,Aggregated PPG - H-gas (PL),2017-01-01,2222-12-31,,1.000000,,11.150000,11.556000,,kWh/Nm3,,True,,True,,False,,True,,True,,True,,True,,,Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.,Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.,Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.,Currently no capacity has been made available on this point through the application of the congestion-management procedures.,2022-01-05T21:01:12+01:00,False,False,False,,,,No,,PL,Poland H-gas,In-country EU,within EU,,,,PL,Trading Point,9,Poland H-gas,5PL-TSO-0002VTP-00036entry,5
347,VTP-00037,Aggregated PPG - L-gas (PL),PL-TSO-0002,21X-PL-A-A0A0A-B,GAZ-SYSTEM,entry,,,True,False,,False,,False,,,,,,,,21Y000000000120M,Aggregated PPG - L-gas (PL),2017-01-01,2222-12-31,,1.000000,,8333.000000,11.556000,,kWh/Nm3,,True,,True,,False,,True,,True,,True,,True,,,Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.,Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.,Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.,Currently no capacity has been made available on this point through the application of the congestion-management procedures.,2022-01-05T21:01:12+01:00,False,False,False,,,,No,,PL,Poland L-gas,In-country EU,within EU,,,,PL,Trading Point,9,Poland L-gas,5PL-TSO-0002VTP-00037entry,5
348,VTP-00037,Aggregated PPG - L-gas (PL),PL-TSO-0002,21X-PL-A-A0A0A-B,GAZ-SYSTEM,exit,,,True,False,,False,,False,,,,,,,,21Y000000000120M,Aggregated PPG - L-gas (PL),2017-01-01,2222-12-31,,1.000000,,8333.000000,11.556000,,kWh/Nm3,,True,,True,,False,,True,,True,,True,,True,,,Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.,Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.,Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.,Currently no capacity has been made available on this point through the application of the congestion-management procedures.,2022-01-05T21:01:12+01:00,False,False,False,,,,No,,PL,Poland L-gas,In-country EU,within EU,,,,PL,Trading Point,9,Poland L-gas,5PL-TSO-0002VTP-00037exit,5
349,VTP-00036,Aggregated PPG - H gas (PL),PL-TSO-0002,21X-PL-A-A0A0A-B,GAZ-SYSTEM,exit,,,True,False,,False,,False,,,,,,,,21Y0000000001197,Aggregated PPG - H-gas (PL),2017-01-01,2222-12-31,,1.000000,,11.150000,11.556000,,kWh/Nm3,,True,,True,,False,,True,,True,,True,,True,,,Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.,Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.,Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.,Currently no capacity has been made available on this point through the application of the congestion-management procedures.,2022-01-05T21:01:12+01:00,False,False,False,,,,No,,PL,Poland H-gas,In-country EU,within EU,,,,PL,Trading Point,9,Poland H-gas,5PL-TSO-0002VTP-00036exit,5
350,VTP-00038,Aggregated PPG - TGPS (PL),PL-TSO-0001,21V000000000003V,GAZ-SYSTEM (ISO),entry,,,True,False,,False,,False,,,,,,,,21Y0000000001189,Aggregated PPG - TGPS (PL),2017-01-01,2199-12-31,,1.000000,,,,,kWh/Nm3,,True,,True,,False,,True,,True,,True,,True,,,"Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.
","Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.
","Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.
","Currently no capacity has been made available on this point through the application of the congestion-management procedures.
",2022-01-05T21:01:12+01:00,False,False,False,,,,No,,PL,TGPS (YAMAL),In-country EU,within EU,,,,PL,Trading Point,9,TGPS (YAMAL),5PL-TSO-0001VTP-00038entry,5
351,VTP-00038,Aggregated PPG - TGPS (PL),PL-TSO-0001,21V000000000003V,GAZ-SYSTEM (ISO),exit,,,True,False,,False,,False,,,,,,,,21Y0000000001189,Aggregated PPG - TGPS (PL),2017-01-01,2199-12-31,,1.000000,,,,,kWh/Nm3,,True,,True,,False,,True,,True,,True,,True,,,"Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.
","Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.
","Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.
","Currently no capacity has been made available on this point through the application of the congestion-management procedures.
",2022-01-05T21:01:12+01:00,False,False,False,,,,No,,PL,TGPS (YAMAL),In-country EU,within EU,,,,PL,Trading Point,9,TGPS (YAMAL),5PL-TSO-0001VTP-00038exit,5
352,FNC-00043,Aggregated Distribution + Final Customers Exits (ES),ES-TSO-0006,21X000000001254A,Enagas,exit,,,True,False,,False,,False,,,,,,,,21Y0000000000298,EXITS PCTD/PCLD ENAGAS Spain - PCLD + PCTD + PCDD - Agrupación Salidas del Sistemas,2017-05-01,2099-12-31,"Aggregated exits: distribution and direct customers. As only direct customers are subject to Nomination and Renomination, these indicators do not apply to the aggregation.",1.000000,"1m3(n)=11,86 kWh",11.690000,,,kWh/m3(n),,False,,True,,False,,True,,True,,True,,True,,,Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.,Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.,Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.,Currently no capacity has been made available on this point through the application of the congestion-management procedures.,2022-01-05T21:01:12+01:00,False,False,False,,,,No,,ES,Spain,In-country EU,within EU,,,,ES,Aggregated Point - Final Consumers,18,,5ES-TSO-0006FNC-00043exit,5
353,PRD-00231,Aggregated Production Sites (ES),ES-TSO-0006,21X000000001254A,Enagas,entry,,,True,False,,False,,False,,,,,,,,21Y000000000030N,PRODUCTION SITES ENAGAS Spain PRODUCTION-ES - Agregado de Yacimientos,2017-05-01,2099-12-31,Aggregated Production Sites,1.000000,"1m3(n)=11,86 kWh",11.690000,,,kWh/m3(n),,False,,True,,False,,True,,True,,True,,True,,,Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.,Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.,Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.,Currently no capacity has been made available on this point through the application of the congestion-management procedures.,2022-01-05T21:01:12+01:00,False,False,False,,,,No,,ES,Spain,In-country EU,within EU,,,,ES,Aggregated production point - TP,3,,5ES-TSO-0006PRD-00231entry,5
354,FNC-00044,Ten Towns Exit Point (NI),IE-TSO-0001,21X-GB-C-A0A0A-Q,GNI (UK),exit,,,True,False,,False,,False,,,,,,,,47Z000000000049E,Ten Towns Exit Point (NI),2015-10-13,2099-12-31,,1.000000,Capacity Conversion to kWh/d,11.569000,,Average CV converted to kWh/Nm3,kWh/Nm3,,True,Yyes,True,Yes,False,,True,,True,Yes,True,No Daily Contracts available at Domestic Exit Points,True,No Daily Contracts available at Domestic Exit Points,,,,,,2022-01-05T21:01:12+01:00,False,False,False,,,,No,,UK,NI,In-country EU,within EU,,,,UK,Distribution Point,17,,5IE-TSO-0001FNC-00044exit,5
355,ITP-00525,Dornum GASPOOL,DE-TSO-0009,21X-DE-C-A0A0A-T,Open Grid Europe,entry,,,True,False,,False,,False,,,,,,,,21Z0000000004855,Dornum GASPOOL,2017-11-06,2099-12-31,,1.000000,,,,,kWh/Nm³,,False,,True,,False,,True,,True,,True,,True,,,Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.,Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.,Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.,Currently no capacity has been made available on this point through the application of the congestion-management procedures.,2022-01-05T21:01:12+01:00,False,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,No,,DE,DE THE BZ,Cross-Border EU|Non-EU,between EU and Non-EU,,,,NO,Cross-Border Transmission IP between EU and Non-EU (import),1,,5DE-TSO-0009ITP-00525entry,5
356,ITP-00525,Dornum GASPOOL,DE-TSO-0009,21X-DE-C-A0A0A-T,Open Grid Europe,exit,,,True,False,,False,,False,,,,,,,,21Z0000000004855,Dornum GASPOOL,2017-11-06,2099-12-31,,1.000000,,,,,kWh/Nm³,,False,,True,,False,,True,,True,,True,,True,,,Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.,Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.,Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.,Currently no capacity has been made available on this point through the application of the congestion-management procedures.,2022-01-05T21:01:12+01:00,False,True,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,Yes,,DE,DE THE BZ,Cross-Border EU|Non-EU,between EU and Non-EU,,,,NO,Cross-Border Transmission IP between EU and Non-EU (import),1,,5DE-TSO-0009ITP-00525exit,5
357,UGS-00471,Speicher Etzel Crystal GASPOOL,DE-TSO-0009,21X-DE-C-A0A0A-T,Open Grid Europe,entry,,,True,False,,False,,False,,,,,,,,37Z000000007249O,Speicher Etzel Crystal GASPOOL,2018-01-01,2099-12-31,,1.000000,,,,,kWh/Nm³,,False,,True,,False,,True,,True,,True,,True,,,Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.,Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.,Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.,Currently no capacity has been made available on this point through the application of the congestion-management procedures.,2022-01-05T21:01:12+01:00,False,False,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,No,,DE,DE THE BZ,In-country EU,within EU,,,,DE,Storage point,6,,5DE-TSO-0009UGS-00471entry,5
358,UGS-00471,Speicher Etzel Crystal GASPOOL,DE-TSO-0009,21X-DE-C-A0A0A-T,Open Grid Europe,exit,,,True,False,,False,,False,,,,,,,,37Z000000007249O,Speicher Etzel Crystal GASPOOL,2018-01-01,2099-12-31,,1.000000,,,,,kWh/Nm³,,False,,True,,False,,True,,True,,True,,True,,,Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.,Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.,Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.,Currently no capacity has been made available on this point through the application of the congestion-management procedures.,2022-01-05T21:01:12+01:00,False,False,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,No,,DE,DE THE BZ,In-country EU,within EU,,,,DE,Storage point,6,,5DE-TSO-0009UGS-00471exit,5
359,UGS-00472,Speicher Etzel EGL GASPOOL,DE-TSO-0009,21X-DE-C-A0A0A-T,Open Grid Europe,entry,,,True,False,,False,,False,,,,,,,,37Z000000007248Q,Speicher Etzel EGL GASPOOL,2018-01-01,2099-12-31,,1.000000,,,,,kWh/Nm³,,False,,True,,False,,True,,True,,True,,True,,,Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.,Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.,Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.,Currently no capacity has been made available on this point through the application of the congestion-management procedures.,2022-01-05T21:01:12+01:00,False,False,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,No,,DE,DE THE BZ,In-country EU,within EU,,,,DE,Storage point,6,,5DE-TSO-0009UGS-00472entry,5
360,UGS-00472,Speicher Etzel EGL GASPOOL,DE-TSO-0009,21X-DE-C-A0A0A-T,Open Grid Europe,exit,,,True,False,,False,,False,,,,,,,,37Z000000007248Q,Speicher Etzel EGL GASPOOL,2018-01-01,2099-12-31,,1.000000,,,,,kWh/Nm³,,False,,True,,False,,True,,True,,True,,True,,,Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.,Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.,Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.,Currently no capacity has been made available on this point through the application of the congestion-management procedures.,2022-01-05T21:01:12+01:00,False,False,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,No,,DE,DE THE BZ,In-country EU,within EU,,,,DE,Storage point,6,,5DE-TSO-0009UGS-00472exit,5
361,UGS-00379,Etzel (DE) (EKB) / UGS Etzel (GUD),DE-TSO-0009,21X-DE-C-A0A0A-T,Open Grid Europe,entry,,,True,False,,False,,False,,,,,,,,21Z000000000291I,Speicher Etzel EKB GASPOOL,2018-01-01,2099-12-31,,1.000000,,,,,kWh/Nm³,,False,,True,,False,,True,,True,,True,,True,,,Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.,Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.,Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.,Currently no capacity has been made available on this point through the application of the congestion-management procedures.,2022-01-05T21:01:12+01:00,False,False,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,No,,DE,DE THE BZ,In-country EU,within EU,,,,DE,Storage point,6,,5DE-TSO-0009UGS-00379entry,5
362,UGS-00379,Etzel (DE) (EKB) / UGS Etzel (GUD),DE-TSO-0009,21X-DE-C-A0A0A-T,Open Grid Europe,exit,,,True,False,,False,,False,,,,,,,,21Z000000000291I,Speicher Etzel EKB GASPOOL,2018-01-01,2099-12-31,,1.000000,,,,,kWh/Nm³,,False,,True,,False,,True,,True,,True,,True,,,Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.,Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.,Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.,Currently no capacity has been made available on this point through the application of the congestion-management procedures.,2022-01-05T21:01:12+01:00,False,False,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,No,,DE,DE THE BZ,In-country EU,within EU,,,,DE,Storage point,6,,5DE-TSO-0009UGS-00379exit,5
363,UGS-00341,Etzel (DE) ESE (EGS) / UGS Etzel ESE (GUD),DE-TSO-0009,21X-DE-C-A0A0A-T,Open Grid Europe,entry,,,True,False,,False,,False,,,,,,,,21Z000000000292G,Speicher Etzel ESE GASPOOL,2018-01-01,2099-12-31,,1.000000,,,,,kWh/Nm³,,False,,True,,False,,True,,True,,True,,True,,,Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.,Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.,Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.,Currently no capacity has been made available on this point through the application of the congestion-management procedures.,2022-01-05T21:01:12+01:00,False,False,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,No,,DE,DE THE BZ,In-country EU,within EU,,,,DE,Storage point,6,,5DE-TSO-0009UGS-00341entry,5
364,UGS-00341,Etzel (DE) ESE (EGS) / UGS Etzel ESE (GUD),DE-TSO-0009,21X-DE-C-A0A0A-T,Open Grid Europe,exit,,,True,False,,False,,False,,,,,,,,21Z000000000292G,Speicher Etzel ESE GASPOOL,2018-01-01,2099-12-31,,1.000000,,,,,kWh/Nm³,,False,,True,,False,,True,,True,,True,,True,,,Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.,Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.,Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.,Currently no capacity has been made available on this point through the application of the congestion-management procedures.,2022-01-05T21:01:12+01:00,False,False,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,No,,DE,DE THE BZ,In-country EU,within EU,,,,DE,Storage point,6,,5DE-TSO-0009UGS-00341exit,5
365,FNC-00045,Final Consumers DE GTG Nord L Gas,DE-TSO-0006,21X000000001132O,Gastransport Nord,exit,,,True,False,,False,,False,,,,,,,,21Y000000000124E,Final Consumers DE GTG Nord L Gas,2017-01-01,2099-12-31,,1.000000,,9.769200,,,kWh/Nm³,,False,,True,,False,,True,,True,,True,,True,,,Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.,Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.,Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.,Currently no capacity has been made available on this point through the application of the congestion-management procedures.,2022-01-05T21:01:12+01:00,False,False,False,,,,No,,DE,DE THE BZ,In-country EU,within EU,,,,DE,Aggregated Point - Final Consumers,18,,5DE-TSO-0006FNC-00045exit,5
366,ITP-00087,Isaccea (RO) - Orlovka (UA) I,RO-TSO-0001,21X-RO-A-A0A0A-S,Transgaz,exit,,,True,False,,False,,False,,,,,,,,21Z000000000304Z,Isaccea I,2013-09-22,2099-12-31,,999.000000,Capacity is converted from MWh/d (standard conditions) to kWh/d (normal conditions).,11.411000,11.445000,Indicative GCV,kWh/Nm3/d (25°C/0°C),,False,,True,,False,,True,,True,,True,,False,,,Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.,Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.,Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.,Currently no capacity has been made available on this point through the application of the congestion-management procedures.,2022-01-05T21:01:12+01:00,False,False,False,,,,No,,RO,RO_NTS,Cross-Border EU|Non-EU,between EU and Non-EU,,,,UA,Cross-Border Transmission IP between EU and Non-EU (import),1,,5RO-TSO-0001ITP-00087exit,5
367,ITP-00299,Isaccea (RO) - Orlovka (UA) II,RO-TSO-0001,21X-RO-A-A0A0A-S,Transgaz,exit,,,True,False,,False,,False,,,,,,,,21Z000000000305X,Isaccea II,2013-09-22,2099-12-31,Currently TPA conditions are not applied.,999.000000,Capacity is converted from MWh/d (standard conditions) to kWh/d (normal conditions).,9.912000,11.445000,,kWh/Sm3,,False,,False,,False,,False,,False,,False,,False,,Currently TPA conditions are not applied.,Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.,Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.,Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.,Currently no capacity has been made available on this point through the application of the congestion-management procedures.,2022-01-05T21:01:12+01:00,False,False,False,RBP,RBP,https://rbp.eu/,No,No IA concluded and no interruptible services are offered at this point direction,RO,RO_DTS,Cross-Border EU|Non-EU,between EU and Non-EU,,,,UA,Cross-Border Transmission IP between EU and Non-EU (import),1,,5RO-TSO-0001ITP-00299exit,5
368,ITP-00300,Isaccea (RO) - Orlovka (UA) III,RO-TSO-0001,21X-RO-A-A0A0A-S,Transgaz,exit,,,True,False,,False,,False,,,,,,,,21Z000000000306V,Isaccea III,2013-09-22,2099-12-31,Currently TPA conditions are not applied.,999.000000,Capacity is converted from MWh/d (standard conditions) to kWh/d (normal conditions).,9.912000,11.445000,,kWh/Sm3,,False,,False,,False,,False,,False,,False,,False,,Currently TPA conditions are not applied.,Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.,Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.,Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.,Currently no capacity has been made available on this point through the application of the congestion-management procedures.,2022-01-05T21:01:12+01:00,False,False,False,RBP,RBP,https://rbp.eu/,No,No IA concluded and no interruptible services are offered at this point direction,RO,RO_DTS,Cross-Border EU|Non-EU,between EU and Non-EU,,,,UA,Cross-Border Transmission IP between EU and Non-EU (import),1,,5RO-TSO-0001ITP-00300exit,5
369,UGS-00472,Speicher Etzel EGL GASPOOL,DE-TSO-0013,21X000000001189W,jordgas Transport,entry,,,True,False,,False,,False,,,,,,,,37Z000000007248Q,Speicher Etzel EGL GASPOOL,2007-08-01,2018-01-01,,1.000000,,1.000000,,,kWh/Nm³,,False,,True,,False,,True,,True,,True,,True,,,Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.,Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.,Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.,Currently no capacity has been made available on this point through the application of the congestion-management procedures.,2022-01-05T21:01:12+01:00,False,False,False,,,,No,,DE,DE THE BZ,In-country EU,within EU,,,,DE,Storage point,6,,5DE-TSO-0013UGS-00472entry,5
370,UGS-00472,Speicher Etzel EGL GASPOOL,DE-TSO-0013,21X000000001189W,jordgas Transport,exit,,,True,False,,False,,False,,,,,,,,37Z000000007248Q,Speicher Etzel EGL GASPOOL,2007-08-01,2018-01-01,,1.000000,,1.000000,,,kWh/Nm³,,False,,True,,False,,True,,True,,True,,True,,,Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.,Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.,Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.,Currently no capacity has been made available on this point through the application of the congestion-management procedures.,2022-01-05T21:01:12+01:00,False,False,False,,,,No,,DE,DE THE BZ,In-country EU,within EU,,,,DE,Storage point,6,,5DE-TSO-0013UGS-00472exit,5
371,FNC-00046,Final Consumers Aggregated (exit) (DE),DE-TSO-0014,21X000000001163D,terranets bw,exit,,,True,False,,False,,False,,,,,,,,21Y000000000132F,final consumers aggregated,2018-05-02,2099-12-31,,1.000000,,11.200000,,,kWh/Nm³,,False,,True,,False,,True,auction,True,auction,True,FCFS,True,auction,,Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.,Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.,Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.,Currently no capacity has been made available on this point through the application of the congestion-management procedures.,2022-01-05T21:01:12+01:00,False,False,False,,,,No,,DE,DE THE BZ,In-country EU,within EU,,,,DE,Aggregated Point - Final Consumers,18,,5DE-TSO-0014FNC-00046exit,5
372,PRD-00235,Exit for Blending (HU),HU-TSO-0001,21X-HU-A-A0A0A-8,FGSZ,exit,,,True,False,,False,,False,,,,,,,,39ZKEVEROKORKI1I,Aggregated exit to blending,2018-10-01,2099-12-31,,1.000000,,,,,kWh/m3,,True,,True,,False,,True,,True,,True,,True,WithinDay Contracts,,,,,,2022-01-05T21:01:12+01:00,False,False,False,,,,No,,HU,Hungary,In-country EU,within EU,,,,HU,Aggregated production point - TP,3,,5HU-TSO-0001PRD-00235exit,5
373,PRD-00236,Aggregated Single Production (HU),HU-TSO-0001,21X-HU-A-A0A0A-8,FGSZ,entry,,,True,False,,False,,False,,,,,,,,39WOVETERMELOBEQ,Aggregated single production,2018-10-01,2099-12-31,,1.000000,,,,,kWh/m3,,True,,True,,False,,True,,True,,True,,True,WithinDay Contracts,,,,,,2022-01-05T21:01:12+01:00,False,False,False,,,,No,,HU,Hungary,In-country EU,within EU,,,,HU,Aggregated production point - TP,3,,5HU-TSO-0001PRD-00236entry,5
374,DIS-00196,Aggregated Distribution (HU),HU-TSO-0001,21X-HU-A-A0A0A-8,FGSZ,exit,,,True,False,,False,,False,,,,,,,,39ZAGG-DSO-----F,Aggregated distribution,2018-10-01,2099-12-31,,1.000000,,,,,kWh/m3,,True,,True,,False,,True,,True,,True,,True,WithinDay Contracts,,,,,,2022-01-05T21:01:12+01:00,False,False,False,,,,No,,HU,Hungary,In-country EU,within EU,,,,HU,Distribution Point,17,,5HU-TSO-0001DIS-00196exit,5
375,FNC-00200,Aggregated Final Consumers (HU),HU-TSO-0001,21X-HU-A-A0A0A-8,FGSZ,exit,,,True,False,,False,,False,,,,,,,,39ZOVKOZVVEGFK13,Aggregated final consumers,2018-10-01,2099-12-31,,1.000000,,,,,kWh/m3,,True,,True,,False,,True,,True,,True,,True,WithinDay Contracts,,,,,,2022-01-05T21:01:12+01:00,False,False,False,,,,No,,HU,Hungary,In-country EU,within EU,,,,HU,Aggregated Point - Final Consumers,18,,5HU-TSO-0001FNC-00200exit,5
